route,check,severity,detail
/leaderboard,C1,3,"131 words of main content (<150)"
/about,C2,3,"first-200-chars identical across 1341 pages: e.g. /about, /age-calculator, /answers/how-does-stress-affect-life-expectancy, /answers/how-long-will-i-live"
/,T2,3,"title 103 chars (>65): ""Best Age Calculator, Celebrity Birthday Match & Life Expectancy | BornClock - Age & Birthday Calculator"""
/birthday/4/6,T2,3,"title 66 chars (>65): ""April 6 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/4/7,T2,3,"title 66 chars (>65): ""April 7 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/4/8,T2,3,"title 66 chars (>65): ""April 8 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/4/9,T2,3,"title 66 chars (>65): ""April 9 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/6/10,T2,3,"title 66 chars (>65): ""June 10 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/6/11,T2,3,"title 66 chars (>65): ""June 11 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/6/12,T2,3,"title 66 chars (>65): ""June 12 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/6/13,T2,3,"title 66 chars (>65): ""June 13 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/6/14,T2,3,"title 66 chars (>65): ""June 14 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/6/15,T2,3,"title 66 chars (>65): ""June 15 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/6/16,T2,3,"title 66 chars (>65): ""June 16 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/6/17,T2,3,"title 66 chars (>65): ""June 17 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/6/18,T2,3,"title 66 chars (>65): ""June 18 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/6/19,T2,3,"title 66 chars (>65): ""June 19 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/6/20,T2,3,"title 66 chars (>65): ""June 20 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/6/21,T2,3,"title 66 chars (>65): ""June 21 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/6/22,T2,3,"title 66 chars (>65): ""June 22 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/6/23,T2,3,"title 66 chars (>65): ""June 23 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/6/24,T2,3,"title 66 chars (>65): ""June 24 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/6/25,T2,3,"title 66 chars (>65): ""June 25 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/6/26,T2,3,"title 66 chars (>65): ""June 26 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/6/27,T2,3,"title 66 chars (>65): ""June 27 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/6/28,T2,3,"title 66 chars (>65): ""June 28 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/6/29,T2,3,"title 66 chars (>65): ""June 29 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/6/30,T2,3,"title 66 chars (>65): ""June 30 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/7/10,T2,3,"title 66 chars (>65): ""July 10 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/7/11,T2,3,"title 66 chars (>65): ""July 11 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/7/12,T2,3,"title 66 chars (>65): ""July 12 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/7/13,T2,3,"title 66 chars (>65): ""July 13 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/7/14,T2,3,"title 66 chars (>65): ""July 14 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/7/15,T2,3,"title 66 chars (>65): ""July 15 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/7/16,T2,3,"title 66 chars (>65): ""July 16 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/7/17,T2,3,"title 66 chars (>65): ""July 17 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/7/18,T2,3,"title 66 chars (>65): ""July 18 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/7/19,T2,3,"title 66 chars (>65): ""July 19 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/7/20,T2,3,"title 66 chars (>65): ""July 20 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/7/21,T2,3,"title 66 chars (>65): ""July 21 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/7/22,T2,3,"title 66 chars (>65): ""July 22 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/7/23,T2,3,"title 66 chars (>65): ""July 23 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/7/24,T2,3,"title 66 chars (>65): ""July 24 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/7/25,T2,3,"title 66 chars (>65): ""July 25 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/7/26,T2,3,"title 66 chars (>65): ""July 26 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/7/27,T2,3,"title 66 chars (>65): ""July 27 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/7/28,T2,3,"title 66 chars (>65): ""July 28 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/7/29,T2,3,"title 66 chars (>65): ""July 29 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/7/30,T2,3,"title 66 chars (>65): ""July 30 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/7/31,T2,3,"title 66 chars (>65): ""July 31 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/8,T2,3,"title 66 chars (>65): ""August Birthdays — Personality, Zodiac & Famous People | BornClock"""
/birthday/8/1,T2,3,"title 67 chars (>65): ""August 1 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/8/10,T2,3,"title 68 chars (>65): ""August 10 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/8/11,T2,3,"title 68 chars (>65): ""August 11 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/8/12,T2,3,"title 68 chars (>65): ""August 12 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/8/13,T2,3,"title 68 chars (>65): ""August 13 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/8/14,T2,3,"title 68 chars (>65): ""August 14 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/8/15,T2,3,"title 68 chars (>65): ""August 15 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/8/16,T2,3,"title 68 chars (>65): ""August 16 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/8/17,T2,3,"title 68 chars (>65): ""August 17 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/8/18,T2,3,"title 68 chars (>65): ""August 18 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/8/19,T2,3,"title 68 chars (>65): ""August 19 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/8/2,T2,3,"title 67 chars (>65): ""August 2 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/8/20,T2,3,"title 68 chars (>65): ""August 20 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/8/21,T2,3,"title 68 chars (>65): ""August 21 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/8/22,T2,3,"title 68 chars (>65): ""August 22 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/8/23,T2,3,"title 68 chars (>65): ""August 23 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/8/24,T2,3,"title 68 chars (>65): ""August 24 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/8/25,T2,3,"title 68 chars (>65): ""August 25 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/8/26,T2,3,"title 68 chars (>65): ""August 26 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/8/27,T2,3,"title 68 chars (>65): ""August 27 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/8/28,T2,3,"title 68 chars (>65): ""August 28 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/8/29,T2,3,"title 68 chars (>65): ""August 29 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/8/3,T2,3,"title 67 chars (>65): ""August 3 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/8/30,T2,3,"title 68 chars (>65): ""August 30 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/8/31,T2,3,"title 68 chars (>65): ""August 31 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/8/4,T2,3,"title 67 chars (>65): ""August 4 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/8/5,T2,3,"title 67 chars (>65): ""August 5 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/8/6,T2,3,"title 67 chars (>65): ""August 6 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/8/7,T2,3,"title 67 chars (>65): ""August 7 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/8/8,T2,3,"title 67 chars (>65): ""August 8 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/8/9,T2,3,"title 67 chars (>65): ""August 9 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/9,T2,3,"title 69 chars (>65): ""September Birthdays — Personality, Zodiac & Famous People | BornClock"""
/birthday/9/1,T2,3,"title 70 chars (>65): ""September 1 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/9/10,T2,3,"title 71 chars (>65): ""September 10 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/9/11,T2,3,"title 71 chars (>65): ""September 11 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/9/12,T2,3,"title 71 chars (>65): ""September 12 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/9/13,T2,3,"title 71 chars (>65): ""September 13 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/9/14,T2,3,"title 71 chars (>65): ""September 14 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/9/15,T2,3,"title 71 chars (>65): ""September 15 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/9/16,T2,3,"title 71 chars (>65): ""September 16 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/9/17,T2,3,"title 71 chars (>65): ""September 17 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/9/18,T2,3,"title 71 chars (>65): ""September 18 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/9/19,T2,3,"title 71 chars (>65): ""September 19 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/9/2,T2,3,"title 70 chars (>65): ""September 2 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/9/20,T2,3,"title 71 chars (>65): ""September 20 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/9/21,T2,3,"title 71 chars (>65): ""September 21 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/9/22,T2,3,"title 71 chars (>65): ""September 22 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/9/23,T2,3,"title 71 chars (>65): ""September 23 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/9/24,T2,3,"title 71 chars (>65): ""September 24 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/9/25,T2,3,"title 71 chars (>65): ""September 25 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/9/26,T2,3,"title 71 chars (>65): ""September 26 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/9/27,T2,3,"title 71 chars (>65): ""September 27 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/9/28,T2,3,"title 71 chars (>65): ""September 28 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/9/29,T2,3,"title 71 chars (>65): ""September 29 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/9/3,T2,3,"title 70 chars (>65): ""September 3 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/9/30,T2,3,"title 71 chars (>65): ""September 30 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/9/4,T2,3,"title 70 chars (>65): ""September 4 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/9/5,T2,3,"title 70 chars (>65): ""September 5 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/9/6,T2,3,"title 70 chars (>65): ""September 6 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/9/7,T2,3,"title 70 chars (>65): ""September 7 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/9/8,T2,3,"title 70 chars (>65): ""September 8 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthday/9/9,T2,3,"title 70 chars (>65): ""September 9 Birthday — Personality, Zodiac & Famous People | BornClock"""
/birthstone/april,T2,3,"title 66 chars (>65): ""April Birthstone — Diamond: History, Meaning & Geology | BornClock"""
/birthstone/august,T2,3,"title 77 chars (>65): ""August Birthstone — Peridot, Spinel & Sardonyx: History & Meaning | BornClock"""
/birthstone/december,T2,3,"title 82 chars (>65): ""December Birthstone — Tanzanite, Turquoise & Zircon: History & Meaning | BornClock"""
/birthstone/february,T2,3,"title 70 chars (>65): ""February Birthstone — Amethyst: History, Meaning & Geology | BornClock"""
/birthstone/january,T2,3,"title 67 chars (>65): ""January Birthstone — Garnet: History, Meaning & Geology | BornClock"""
/birthstone/june,T2,3,"title 79 chars (>65): ""June Birthstone — Pearl, Alexandrite & Moonstone: History & Meaning | BornClock"""
/birthstone/march,T2,3,"title 69 chars (>65): ""March Birthstone — Aquamarine: History, Meaning & Geology | BornClock"""
/birthstone/november,T2,3,"title 77 chars (>65): ""November Birthstone — Topaz & Citrine: History, Meaning & Geology | BornClock"""
/birthstone/october,T2,3,"title 78 chars (>65): ""October Birthstone — Opal & Tourmaline: History, Meaning & Geology | BornClock"""
/birthstone/september,T2,3,"title 71 chars (>65): ""September Birthstone — Sapphire: History, Meaning & Geology | BornClock"""
/blog/best-foods-to-eat-to-live-longer-longevity-diet,T2,3,"title 80 chars (>65): ""Best Foods to Eat to Live Longer: The Science-Backed Longevity Diet Guide (2026)"""
/blog/birthday-traditions-around-the-world-unique-celebrations,T2,3,"title 67 chars (>65): ""Birthday Traditions Around the World: What Every Culture Celebrates"""
/blog/community-social-longevity,T2,3,"title 100 chars (>65): ""Community, Social Bonds and Longevity — Why Relationships Are Your Greatest Health Asset | BornClock"""
/blog/exercise-longevity-guide,T2,3,"title 73 chars (>65): ""Exercise and Longevity — How Movement Adds Years to Your Life | BornClock"""
/blog/heart-disease-risk-factors-how-age-affects-heart-health,T2,3,"title 76 chars (>65): ""Heart Disease Risk Factors: How Age, Habits and Genetics Determine Your Risk"""
/blog/life-expectancy-india-complete-guide-2026,T2,3,"title 76 chars (>65): ""Life Expectancy India 2026: State Data, Gender Gap & How to Beat the Average"""
/blog/preventive-health-screening-guide,T2,3,"title 78 chars (>65): ""Preventive Health Screenings — The Tests That Could Save Your Life | BornClock"""
/blog/sleep-longevity-science,T2,3,"title 82 chars (>65): ""Sleep and Longevity — The Science of How Sleep Adds Years to Your Life | BornClock"""
/blog/stress-mental-health-longevity,T2,3,"title 86 chars (>65): ""Stress, Mental Health and Longevity — How Chronic Stress Accelerates Aging | BornClock"""
/born-in,T2,3,"title 77 chars (>65): ""Born in Each Month — Birthstones, Zodiac Signs & Famous Birthdays | BornClock"""
/born-in-august,T2,3,"title 66 chars (>65): ""Born in August — Zodiac, Birthstone & Famous Birthdays | BornClock"""
/born-in-december,T2,3,"title 68 chars (>65): ""Born in December — Zodiac, Birthstone & Famous Birthdays | BornClock"""
/born-in-february,T2,3,"title 68 chars (>65): ""Born in February — Zodiac, Birthstone & Famous Birthdays | BornClock"""
/born-in-january,T2,3,"title 67 chars (>65): ""Born in January — Zodiac, Birthstone & Famous Birthdays | BornClock"""
/born-in-november,T2,3,"title 68 chars (>65): ""Born in November — Zodiac, Birthstone & Famous Birthdays | BornClock"""
/born-in-october,T2,3,"title 67 chars (>65): ""Born in October — Zodiac, Birthstone & Famous Birthdays | BornClock"""
/born-in-september,T2,3,"title 69 chars (>65): ""Born in September — Zodiac, Birthstone & Famous Birthdays | BornClock"""
/born-on/april-1/india,T2,3,"title 89 chars (>65): ""Indian Celebrities Born on April 1 — Abdul Qadeer Khan, Mohammad Hamid Ansari | BornClock"""
/born-on/april-10/india,T2,3,"title 77 chars (>65): ""Indian Celebrities Born on April 10 — Ayesha Takia, Varsha Adalja | BornClock"""
/born-on/april-11/india,T2,3,"title 88 chars (>65): ""Indian Celebrities Born on April 11 — Rohini Hattangadi, Ramanathan Krishnan | BornClock"""
/born-on/april-13/india,T2,3,"title 72 chars (>65): ""Indian Celebrities Born on April 13 — Aryabhata, Erick Avari | BornClock"""
/born-on/april-14/india,T2,3,"title 83 chars (>65): ""Indian Celebrities Born on April 14 — Bhimrao Ramji Ambedkar, Ivan Dias | BornClock"""
/born-on/april-15/india,T2,3,"title 78 chars (>65): ""Indian Celebrities Born on April 15 — Guru Nanak Dev, Mandira Bedi | BornClock"""
/born-on/april-17/india,T2,3,"title 73 chars (>65): ""Indian Celebrities Born on April 17 — Chandra Shekhar, Vikram | BornClock"""
/born-on/april-18/india,T2,3,"title 75 chars (>65): ""Indian Celebrities Born on April 18 — Dhondo Keshav Karve, Neha | BornClock"""
/born-on/april-19/india,T2,3,"title 77 chars (>65): ""Indian Celebrities Born on April 19 — Mukesh Ambani, Arshad Warsi | BornClock"""
/born-on/april-2/india,T2,3,"title 73 chars (>65): ""Indian Celebrities Born on April 2 — Ajay Devgn, Kapil Sharma | BornClock"""
/born-on/april-20/india,T2,3,"title 79 chars (>65): ""Indian Celebrities Born on April 20 — Mamta Kulkarni, Babita Kapoor | BornClock"""
/born-on/april-21/india,T2,3,"title 77 chars (>65): ""Indian Celebrities Born on April 21 — Joseph Vaz, Raphael Thattil | BornClock"""
/born-on/april-22/india,T2,3,"title 75 chars (>65): ""Indian Celebrities Born on April 22 — Chetan Bhagat, Kanan Devi | BornClock"""
/born-on/april-23/india,T2,3,"title 79 chars (>65): ""Indian Celebrities Born on April 23 — Jishnu Raghavan, Manoj Bajpai | BornClock"""
/born-on/april-24/india,T2,3,"title 80 chars (>65): ""Indian Celebrities Born on April 24 — Sachin Tendulkar, Varun Dhawan | BornClock"""
/born-on/april-25/india,T2,3,"title 83 chars (>65): ""Indian Celebrities Born on April 25 — Dinesh D'Souza, Shriya Pilgaonkar | BornClock"""
/born-on/april-26/india,T2,3,"title 100 chars (>65): ""Indian Celebrities Born on April 26 — Moushumi Chatterjee, Father Stanislaus Lourduswamy | BornClock"""
/born-on/april-27/india,T2,3,"title 84 chars (>65): ""Indian Celebrities Born on April 27 — Samantha Ruth Prabhu, Zohra Sehgal | BornClock"""
/born-on/april-28/india,T2,3,"title 85 chars (>65): ""Indian Celebrities Born on April 28 — Samantha Ruth Prabhu, Sharman Joshi | BornClock"""
/born-on/april-29/india,T2,3,"title 79 chars (>65): ""Indian Celebrities Born on April 29 — Zubin Mehta, Ramachandra Guha | BornClock"""
/born-on/april-3/india,T2,3,"title 74 chars (>65): ""Indian Celebrities Born on April 3 — Prabhu Deva, Banu Mushtaq | BornClock"""
/born-on/april-30/india,T2,3,"title 77 chars (>65): ""Indian Celebrities Born on April 30 — Kunal Nayyar, Anandamayi Ma | BornClock"""
/born-on/april-4/india,T2,3,"title 69 chars (>65): ""Indian Celebrities Born on April 4 — Parveen Babi, Simran | BornClock"""
/born-on/april-5/india,T2,3,"title 84 chars (>65): ""Indian Celebrities Born on April 5 — Ravindra Prabhat, Rashmika Mandanna | BornClock"""
/born-on/april-7/india,T2,3,"title 82 chars (>65): ""Indian Celebrities Born on April 7 — Ravi Shankar, Parvathy Thiruvothu | BornClock"""
/born-on/april-8/india,T2,3,"title 73 chars (>65): ""Indian Celebrities Born on April 8 — Allu Arjun, Nithya Menen | BornClock"""
/born-on/april-9/india,T2,3,"title 82 chars (>65): ""Indian Celebrities Born on April 9 — Jaya Bachchan, Rahul Sankrityayan | BornClock"""
/born-on/august-1/india,T2,3,"title 77 chars (>65): ""Indian Celebrities Born on August 1 — Meena Kumari, Taapsee Pannu | BornClock"""
/born-on/august-10/india,T2,3,"title 75 chars (>65): ""Indian Celebrities Born on August 10 — V. V. Giri, Phoolan Devi | BornClock"""
/born-on/august-11/india,T2,3,"title 73 chars (>65): ""Indian Celebrities Born on August 11 — Tulsidas, Sunil Shetty | BornClock"""
/born-on/august-12/india,T2,3,"title 77 chars (>65): ""Indian Celebrities Born on August 12 — Vikram Sarabhai, Sayyeshaa | BornClock"""
/born-on/august-13/india,T2,3,"title 81 chars (>65): ""Indian Celebrities Born on August 13 — Vyjayanthimala, Madhur Jaffrey | BornClock"""
/born-on/august-14/india,T2,3,"title 80 chars (>65): ""Indian Celebrities Born on August 14 — Sunidhi Chauhan, Johnny Lever | BornClock"""
/born-on/august-15/india,T2,3,"title 81 chars (>65): ""Indian Celebrities Born on August 15 — Aurobindo Ghosh, Rakhee Gulzar | BornClock"""
/born-on/august-16/india,T2,3,"title 81 chars (>65): ""Indian Celebrities Born on August 16 — Saif Ali Khan, Manisha Koirala | BornClock"""
/born-on/august-17/india,T2,3,"title 80 chars (>65): ""Indian Celebrities Born on August 17 — Nidhhi Agerwal, Shraddha Arya | BornClock"""
/born-on/august-18/india,T2,3,"title 80 chars (>65): ""Indian Celebrities Born on August 18 — Vijaya Lakshmi Pandit, Gulzar | BornClock"""
/born-on/august-19/india,T2,3,"title 86 chars (>65): ""Indian Celebrities Born on August 19 — Shankar Dayal Sharma, Satya Nadella | BornClock"""
/born-on/august-2/india,T2,3,"title 80 chars (>65): ""Indian Celebrities Born on August 2 — Vijay Rupani, Pingali Venkayya | BornClock"""
/born-on/august-20/india,T2,3,"title 85 chars (>65): ""Indian Celebrities Born on August 20 — Rajiv Gandhi, Rajendra K. Pachauri | BornClock"""
/born-on/august-21/india,T2,3,"title 80 chars (>65): ""Indian Celebrities Born on August 21 — Bhumika Chawla, Kanika Kapoor | BornClock"""
/born-on/august-23/india,T2,3,"title 76 chars (>65): ""Indian Celebrities Born on August 23 — Vaani Kapoor, Reita Faria | BornClock"""
/born-on/august-24/india,T2,3,"title 76 chars (>65): ""Indian Celebrities Born on August 24 — Anjali Devi, Aditi Sharma | BornClock"""
/born-on/august-25/india,T2,3,"title 75 chars (>65): ""Indian Celebrities Born on August 25 — Daisy Shah, Rajiv Kapoor | BornClock"""
/born-on/august-26/india,T2,3,"title 82 chars (>65): ""Indian Celebrities Born on August 26 — Maneka Gandhi, Balkrishna Doshi | BornClock"""
/born-on/august-27/india,T2,3,"title 79 chars (>65): ""Indian Celebrities Born on August 27 — The Great Khali, Neha Dhupia | BornClock"""
/born-on/august-28/india,T2,3,"title 81 chars (>65): ""Indian Celebrities Born on August 28 — Firaq Gorakhpuri, Vilayat Khan | BornClock"""
/born-on/august-29/india,T2,3,"title 90 chars (>65): ""Indian Celebrities Born on August 29 — Dhyan Chand Bais, Jannat Zubair Rahmani | BornClock"""
/born-on/august-3/india,T2,3,"title 85 chars (>65): ""Indian Celebrities Born on August 3 — Sunil Chhetri, Maithili Sharan Gupt | BornClock"""
/born-on/august-30/india,T2,3,"title 76 chars (>65): ""Indian Celebrities Born on August 30 — Chitrangada Singh, Jamuna | BornClock"""
/born-on/august-31/india,T2,3,"title 81 chars (>65): ""Indian Celebrities Born on August 31 — Amrita Pritam, Javagal Srinath | BornClock"""
/born-on/august-4/india,T2,3,"title 76 chars (>65): ""Indian Celebrities Born on August 4 — Kishore Kumar, Arbaaz Khan | BornClock"""
/born-on/august-6/india,T2,3,"title 82 chars (>65): ""Indian Celebrities Born on August 6 — M. Night Shyamalan, Dipika Kakar | BornClock"""
/born-on/august-7/india,T2,3,"title 89 chars (>65): ""Indian Celebrities Born on August 7 — M. S. Swaminathan, Abanindranath Tagore | BornClock"""
/born-on/august-8/india,T2,3,"title 83 chars (>65): ""Indian Celebrities Born on August 8 — Saikhom Mirabai Chanu, Teejan Bai | BornClock"""
/born-on/august-9/india,T2,3,"title 78 chars (>65): ""Indian Celebrities Born on August 9 — Mahesh Babu, Hansika Motwani | BornClock"""
/born-on/december-1/india,T2,3,"title 78 chars (>65): ""Indian Celebrities Born on December 1 — Udit Narayan, Medha Patkar | BornClock"""
/born-on/december-10/india,T2,3,"title 87 chars (>65): ""Indian Celebrities Born on December 10 — C. Rajagopalachari, Vidyut Jammwal | BornClock"""
/born-on/december-11/india,T2,3,"title 88 chars (>65): ""Indian Celebrities Born on December 11 — Viswanathan Anand, Pranab Mukherjee | BornClock"""
/born-on/december-12/india,T2,3,"title 80 chars (>65): ""Indian Celebrities Born on December 12 — Rajinikanth, Mulk Raj Anand | BornClock"""
/born-on/december-13/india,T2,3,"title 103 chars (>65): ""Indian Celebrities Born on December 13 — Yaragudipati Venkata Mahalakshmi, Regina Cassandra | BornClock"""
/born-on/december-14/india,T2,3,"title 81 chars (>65): ""Indian Celebrities Born on December 14 — Raj Kapoor, B. K. S. Iyengar | BornClock"""
/born-on/december-15/india,T2,3,"title 82 chars (>65): ""Indian Celebrities Born on December 15 — Geeta Phogat, Usha Mangeshkar | BornClock"""
/born-on/december-16/india,T2,3,"title 77 chars (>65): ""Indian Celebrities Born on December 16 — Jyoti Amge, Ritika Singh | BornClock"""
/born-on/december-17/india,T2,3,"title 83 chars (>65): ""Indian Celebrities Born on December 17 — John Abraham, Riteish Deshmukh | BornClock"""
/born-on/december-18/india,T2,3,"title 78 chars (>65): ""Indian Celebrities Born on December 18 — Vijay Mallya, Sneha Ullal | BornClock"""
/born-on/december-19/india,T2,3,"title 84 chars (>65): ""Indian Celebrities Born on December 19 — Pratibha Patil, Ankita Lokhande | BornClock"""
/born-on/december-2/india,T2,3,"title 76 chars (>65): ""Indian Celebrities Born on December 2 — Boman Irani, Silk Smitha | BornClock"""
/born-on/december-20/india,T2,3,"title 81 chars (>65): ""Indian Celebrities Born on December 20 — Sohail Khan, Sanjeeda Sheikh | BornClock"""
/born-on/december-21/india,T2,3,"title 78 chars (>65): ""Indian Celebrities Born on December 21 — Tamannaah Bhatia, Govinda | BornClock"""
/born-on/december-22/india,T2,3,"title 81 chars (>65): ""Indian Celebrities Born on December 22 — Andrea Jeremiah, Isha Talwar | BornClock"""
/born-on/december-23/india,T2,3,"title 80 chars (>65): ""Indian Celebrities Born on December 23 — Charan Singh, Kumar Pallana | BornClock"""
/born-on/december-24/india,T2,3,"title 86 chars (>65): ""Indian Celebrities Born on December 24 — Atal Bihari Vajpayee, Anil Kapoor | BornClock"""
/born-on/december-25/india,T2,3,"title 72 chars (>65): ""Indian Celebrities Born on December 25 — Ram Narayan, Ramdev | BornClock"""
/born-on/december-26/india,T2,3,"title 78 chars (>65): ""Indian Celebrities Born on December 26 — Dawood Ibrahim, Baba Amte | BornClock"""
/born-on/december-28/india,T2,3,"title 81 chars (>65): ""Indian Celebrities Born on December 28 — Dhirubhai Ambani, Ratan Tata | BornClock"""
/born-on/december-29/india,T2,3,"title 82 chars (>65): ""Indian Celebrities Born on December 29 — Rajesh Khanna, Twinkle Khanna | BornClock"""
/born-on/december-3/india,T2,3,"title 87 chars (>65): ""Indian Celebrities Born on December 3 — Rajendra Prasad, Konkona Sen Sharma | BornClock"""
/born-on/december-30/india,T2,3,"title 94 chars (>65): ""Indian Celebrities Born on December 30 — Sabeer Bhatia, Kanaiyalal Maneklal Munshi | BornClock"""
