id,name,nationality_code
11731,"Shane Dawson",
11732,"Simone Inzaghi",
11733,"Jon Hamm",
11734,"Keith Emerson",
11735,"Iain Glen",
11736,"Miroslav Krleža",
11737,"Venustiano Carranza",
11738,"Eric IX of Sweden",
11739,"Nils Liedholm",
11740,"Nick Hornby",
11741,"Ratan Tata",IN
11742,"Rahm Emanuel",
11743,"Jules Romains",
11744,"Oleg Antonov",
11745,"Plutarco Elías Calles",
11746,"Semih Şentürk",
11747,"Robert Adam",
11748,"Esma Redžepova",
11749,"Vitaliy Parakhnevych",
11750,"Ashley Williams",
11751,"Yuzuru Hanyū",
11752,"Frederick Ashton",
11753,"Thomas Delaney",
11754,"Aram Mp3",
11755,"Sofia Carson",
11756,"Elaine Thompson-Herah",
11757,"J-Hope",
11758,"Ariel Winter",
11759,"Dost Mohammad Khan",
11760,"Eric Berne",
11761,"Maximilian II Emanuel, Elector of Bavaria",
11762,"Rajesh Khanna",IN
11763,"Momodu Mutairu",
11764,"Bernard Hinault",
11765,"Eugène François Vidocq",
11766,"Prince Henri, Count of Chambord",
11767,"Jasper Johns",
11768,"Enrico Berlinguer",
11769,"Louise of Mecklenburg-Strelitz",
11770,"Carly Simon",
11771,"Mikaela Shiffrin",
11772,"Sebastián Abreu",
11773,"Muntadhar al-Zaidi",
11774,"Stéphane Hessel",
11775,"Donald-Olivier Sié",
11776,"Anne of Bohemia",
11777,"Ásgeir Ásgeirsson",
11778,"Edie Falco",
11779,"Eva Herzigová",
11780,"Jacopo Sansovino",
11781,"Zelda Fitzgerald",
11782,"Valdir Benedito",
11783,"Jill Clayburgh",
11784,"Adam Savage",
11785,"Jakob Roggeveen",
11786,"Dean Koontz",
11787,"Leander Paes",IN
11788,"Toni Kukoč",
11789,"Brian Johnson",
11790,"Gianluca Pagliuca",
11791,"John Cazale",
11792,"Lea Thompson",
11793,"Alice Eve",
11794,"Jean Giraud",
11795,"Alfred L. Kroeber",
11796,"Angelo Ogbonna",
11797,"Luísa Diogo",
11798,"Ferdinand I of León and Castile",
11799,"Ken Saro-Wiwa",
11800,"Olivia Munn",
11801,"Abbé Pierre",
11802,"Bobby McFerrin",
11803,"Calico Jack",
11804,"Elliott Gould",
11805,"Krysten Ritter",
11806,"Philippe Gilbert",
11807,"Denis Glushakov",
11808,"Dominic Cooper",
11809,"Takeo Fukuda",
11810,"Henri Charrière",
11811,"Salvatore Riina",
11812,"Choi Kyu-hah",
11813,"Claude Rains",
11814,"André Weil",
11815,"Angelo Scola",
11816,"Edward Grey, 1st Viscount Grey of Fallodon",
11817,"Abel Gance",
11818,"Arkhip Kuindzhi",
11819,"Mikhail Ostrogradsky",
11820,"Ibn al-Athir",
11821,"Martin Cooper",
11822,"Jiří Menzel",
11823,"Jose P. Laurel",
11824,"Yevgeny Baratynsky",
11825,"Thomas John Watson, Sr.",
11826,"Kamil Stoch",
11827,"Rade Bogdanović",
11828,"Amaro Rodríguez Felipe",
11829,"Stephen Dillane",
11830,"James Gunn",
11831,"Mathew Ryan",
11832,"Hannes Þór Halldórsson",
11833,"Yassine Bounou",
11834,"Vahagn Khachatryan",
11835,"Tin Jedvaj",
11836,"Nikola Vlašić",
11837,"Lil Pump",
11838,"Jean-Luc Dehaene",
11839,"Fritz Strassmann",
11840,"Chongzhen Emperor",
11841,"Juan Bernat",
11842,"Muhammad Rafiq Tarar",
11843,"Dominic Thiem",
11844,"Portia Simpson-Miller",
11845,"Diego Ribas da Cunha",
11846,"Sandra",
11847,"Robert Campin",
11848,"Béla III of Hungary",
11849,"Norman Lockyer",
11850,"Isabella of Austria",
11851,"Joselu",
11852,"Kolbeinn Sigþórsson",
11853,"Ernst Barlach",
11854,"Léon Degrelle",
11855,"László Moholy-Nagy",
11856,"Ueli Maurer",
11857,"Andreas Köpke",
11858,"Queen Sirikit",
11859,"Anna Gavalda",
11860,"Tore Pedersen",
11861,"Michel Pensée",
11862,"Henri Cartan",
11863,"Auguste Piccard",
11864,"Elano",
11865,"Eoin Colfer",
11866,"Kozue Ando",
11867,"Zhao Wei",
11868,"Hikaru Utada",
11869,"Katharine Ross",
11870,"Willebrord Snellius",
11871,"Zheng Jie",
11872,"Joseph Kasa-Vubu",
11873,"Bo Diddley",
11874,"Prince James, Prince of Wales",
11875,"Mary Read",
11876,"Joan Chen",
11877,"Jefferson Farfán",
11878,"Kenny G",
11879,"Tony Hawk",
11880,"Jamie Bell",
11881,"Alexander Ovechkin",
11882,"Billy Celeski",
11883,"Moussa Traoré",
11884,"Sandro Mazzola",
11885,"Philippe, Duke of Orléans",
11886,"Alessandro Baricco",
11887,"Alex Haley",
11888,"Fredy Guarín",
11889,"Konstantinos Mitsotakis",
11890,"Andy Samberg",
11891,"Karl Polanyi",
11892,"Crispin Glover",
11893,"Dositej Obradović",
11894,"Johan Galtung",
11895,"Ichirō Hatoyama",
11896,"Ibn Kathir",
11897,"George McGovern",
11898,"Pietro da Cortona",
11899,"Nicolae Dică",
11900,"Mitch Nichols",
11901,"Ayaz Mutallibov",
11902,"Edogawa Ranpo",
11903,"Joseph Plateau",
11904,"Bae Suzy",
11905,"François Coppée",
11906,"Naseeruddin Shah",IN
11907,"Anna Chakvetadze",
11908,"Gong Yoo",
11909,"A. J. P. Taylor",
11910,"Aleksandar Živković",
11911,"You Xie",
11912,"Marla Maples",
11913,"Maher Zain",
11914,"Nicolás Tagliafico",
11915,"Kyle Larson",
11916,"Vanessa Kirby",
11917,"MØ",
11918,"Pierre-Emile Højbjerg",
11919,"Kelechi Iheanacho",
11920,"Davinson Sánchez",
11921,"Hiroki Abe",
11922,"Alexandra Stan",
11923,"Željko Milinovič",
11924,"Claire Forlani",
11925,"Michael IV the Paphlagonian",
11926,"Ferdinand I of Aragon",
11927,"Zinaida Greceanîi",
11928,"Fanny Kaplan",
11929,"Charles Duke",
11930,"Alan Jones",
11931,"Edward Charles Pickering",
11932,"Johannes Ockeghem",
11933,"DJ BoBo",
11934,"Vytautas Landsbergis",
11935,"Francis II Rákóczi",
11936,"Diane Arbus",
11937,"Michelle Branch",
11938,"Connie Nielsen",
11939,"Lizzy Caplan",
11940,"Sean Kingston",
11941,"Maria Luisa of Parma",
11942,"Margaret of Austria, Queen of Spain",
11943,"Ming-Na Wen",
11944,"Călin Popescu-Tăriceanu",
11945,"Haley Bennett",
11946,"Samuel Doe",
11947,"Seán O'Casey",
11948,"Vincent Candela",
11949,"Charles of Valois",
11950,"Antonio Puerta",
11951,"Fernando González",
11952,"Gottfried August Bürger",
11953,"Étienne-Louis Malus",
11954,"Leo Africanus",
11955,"Lino Ventura",
11956,"Poul Nyrup Rasmussen",
11957,"Andrei Kirilenko",
11958,"Elmore Leonard",
11959,"George Sanders",
11960,"Girolamo Fracastoro",
11961,"Bobby Darin",
11962,"Bob Kane",
11963,"Ismail Gaspıralı",
11964,"Alexander Rodchenko",
11965,"Alpha Oumar Konaré",
11966,"Tyler Posey",
11967,"Veronica Roth",
11968,"Jigme Dorji Wangchuck",
11969,"Angelo Secchi",
11970,"Mariano Rumor",
11971,"Jim Cummings",
11972,"Hjalmar Söderberg",
11973,"Kazimierz Deyna",
11974,"Kevin Strootman",
11975,"Karađorđe",
11976,"Sam Claflin",
11977,"George Benson",
11978,"Wang Yangming",
11979,"Park Shin-hye",
11980,"George Miller",
11981,"Azali Assoumani",
11982,"Shyla Stylez",
11983,"Eliaquim Mangala",
11984,"Shuto Yamamoto",
11985,"Nuri Bilge Ceylan",
11986,"Gérald Passi",
11987,"J Balvin",
11988,"Zlata Ognevich",
11989,"Michael W. Young",
11990,"Erik ten Hag",
11991,"Hiroyuki Abe",
11992,"Julia Garner",
11993,"Munir El Haddadi",
11994,"Alice Weidel",
11995,"Hary Gunarto",
11996,"Oscar Robertson",
11997,"Alexander Fadeyev",
11998,"Franz Jonas",
11999,"Francis Beaufort",
12000,"Francisco Solano López",
12001,"Fred Durst",
12002,"Mikhail Kasyanov",
12003,"Ödön von Horváth",
12004,"Baldwin II of Jerusalem",
12005,"Frank Bainimarama",
12006,"Chlodwig, 7th Prince of Hohenlohe-Schillingsfürst",
12007,"Félix Vallotton",
12008,"Mathias Rust",
12009,"Hermann Grassmann",
12010,"William Hague",
12011,"Seymour Cray",
12012,"John of Austria",
12013,"Ladislaus the Posthumous",
12014,"Kurt Schwitters",
12015,"Augusto Roa Bastos",
12016,"Sven Bender",
12017,"Nádson Rodrigues de Souza",
12018,"Carol Channing",
12019,"Lulu",
12020,"Börte",
12021,"Natalia Tena",
12022,"Natalia Goncharova",
12023,"Edith Roosevelt",
12024,"Pixie Lott",
12025,"Bilawal Bhutto Zardari",
12026,"Robert Carlyle",
12027,"Almir de Souza Fraga",
12028,"Hannah Murray",
12029,"Mikhail Vrubel",
12030,"Koxinga",
12031,"Guido Alvarenga",
12032,"James Cromwell",
12033,"Kitarō",
12034,"Abdul Salam Arif",
12035,"Frank Langella",
12036,"Gregory Bateson",
12037,"Fumimaro Konoe",
12038,"Dirk Bogarde",
12039,"John Gay",
12040,"Karol Szymanowski",
12041,"Ciriaco De Mita",
12042,"Robert Englund",
12043,"Kwadwo Asamoah",
12044,"Bernard Malamud",
12045,"Vicente Guerrero",
12046,"David Cross",
12047,"Nicolae Iorga",
12048,"Kirsan Ilyumzhinov",
12049,"Stefan Żeromski",
12050,"Ivan Reitman",
12051,"Armando Diaz",
12052,"Salvator Rosa",
12053,"Samantha Power",
12054,"Theo James",
12055,"Marcos Paulo",
12056,"Maurice LaMarche",
12057,"Raúl Jiménez",
12058,"Daniel Sanabria",
12059,"Marek Špilár",
12060,"Cristhian Stuani",
12061,"Byun Baek-hyun",
12062,"Antti Rinne",
12063,"Zhou Guanyu",
12064,"Denzel Dumfries",
12065,"Caroline, Princess of Hanover",
12066,"Mohammed Nadir Shah",
12067,"Prince Archie of Sussex",
12068,"Dimash Qudaibergen",
12069,"Kim Ku",
12070,"Elisabeth of France",
12071,"Timothy Snyder",
12072,"Cosimo I de' Medici, Grand Duke of Tuscany",
12073,"Johannes Peter Müller",
12074,"Milarepa",
12075,"Andy Lau",
12076,"Ludwig Beck",
12077,"Maniche",
12078,"Friedrich August I of Saxony",
12079,"Elisabeth Schwarzkopf",
12080,"Hugo Junkers",
12081,"Willi Stoph",
12082,"Hans Fritzsche",
12083,"Tim Borowski",
12084,"Curd Jürgens",
12085,"Tommy Haas",
12086,"Alan J. Pakula",
12087,"Hakan Yakın",
12088,"Kim Yong-nam",
12089,"Yitzhak Ben-Zvi",
12090,"Lucio Dalla",
12091,"Robbie Fowler",
12092,"Danijel Pranjić",
12093,"Halldór Ásgrímsson",
12094,"Fatboy Slim",
12095,"Kyra Sedgwick",
12096,"Robert Rauschenberg",
12097,"Mary Wortley Montagu",
12098,"Nenad Maslovar",
12099,"John Webster",
12100,"Jeanne d'Albret",
12101,"Maria Dąbrowska",
12102,"Angela Carter",
12103,"Mary of Lorraine",
12104,"Molly Ringwald",
12105,"Kasturba Gandhi",
12106,"Ryan Bertrand",
12107,"John Wayne Gacy",
12108,"Rómulo Gallegos",
12109,"Minna Canth",
12110,"Mike Epps",
12111,"Emir Spahić",
12112,"Carice van Houten",
12113,"Lon Nol",
12114,"Alexander Dargomyzhsky",
12115,"Aristides Pereira",
12116,"Dmitry Khvorostovsky",
12117,"Paul Broca",
12118,"Caetano Veloso",
12119,"Peter Lombard",
12120,"Phil Jackson",
12121,"Buddha Loetla Nabhalai",
12122,"David Caruso",
12123,"Vágner Love",
12124,"Samuel Langley",
12125,"Väinö Linna",
12126,"Fernando Redondo",
12127,"Henry L. Stimson",
12128,"Howard H. Aiken",
12129,"Menno Simons",
12130,"Patrick Warburton",
12131,"Valeri Kharlamov",
12132,"Motilal Nehru",
12133,"Chyna",
12134,"Meena Kumari",IN
12135,"José Ortigoza",
12136,"Jeremy Rifkin",
12137,"Victor Ferreyra",
12138,"Grant Gustin",
12139,"Mattia Perin",
12140,"Princess Elisabeth, Duchess of Brabant",
12141,"Paul L. Smith",
12142,"Louis, Dauphin of France, Duke of Burgundy",
12143,"George William Vella",
12144,"Juan Carlos Villamayor",
12145,"Brett Kavanaugh",
12146,"Hassan Diab",
12147,"Yuri Gazinskiy",
12148,"Mike Phiromphorn",
12149,"Dominik Szoboszlai",
12150,"Callum Hudson-Odoi",
12151,"Bud Abbott",
12152,"Don Budge",
12153,"Fanny Mendelssohn",
12154,"Benjamin Thompson",
12155,"Caster Semenya",
12156,"Chris Watson",
12157,"Werner von Blomberg",
12158,"Luiz Adriano",
12159,"Cristian Tello",
12160,"Wenceslaus III of Bohemia",
12161,"Cheech Marin",
12162,"Christopher Tolkien",
12163,"Klaus Schwab",
12164,"Philip of Swabia",
12165,"Robert Huth",
12166,"Horst Wessel",
12167,"Henri Lefebvre",
12168,"Gerhard Richter",
12169,"Camille Muffat",
12170,"Alen Halilović",
12171,"Anthony Davidson",
12172,"Al Jarreau",
12173,"Marie-Adélaïde I, Grand Duchess of Luxembourg",
12174,"Simon Rolfes",
12175,"Anoushka Shankar",
12176,"Rudolf Laban",
12177,"Vsevolod Meyerhold",
12178,"Ebi Smolarek",
12179,"Anneli Jäätteenmäki",
12180,"Phan Thị Kim Phúc",
12181,"Sara Errani",
12182,"Spike Jonze",
12183,"Raffaella Carrà",
12184,"Peter Benenson",
12185,"Leopoldo Alas y Ureña",
12186,"Lev Shestov",
12187,"Leon Festinger",
12188,"Jordi Savall",
12189,"Roberta Bondar",
12190,"Edith González",
12191,"William Westmoreland",
12192,"Jan van Riebeeck",
12193,"Isiah Thomas",
12194,"John Hunyadi",
12195,"Jack Charlton",
12196,"James Gregory",
12197,"Jean Parisot de la Valette",
12198,"Michael Adams",
12199,"Geezer Butler",
12200,"Younès Belhanda",
12201,"Empress Masako",
12202,"Martin Balsam",
12203,"Frederik Pohl",
12204,"Clément Ader",
12205,"Benjamin Lee Whorf",
12206,"Héctor Moreno",
12207,"Yukteswar Giri",
12208,"Eugen von Böhm-Bawerk",
12209,"Elpidio Quirino",
12210,"Sayat-Nova",
12211,"Marie Stopes",
12212,"Robert B. Wilson",
12213,"Brian E. Cox",
12214,"Gavin Newsom",
12215,"Horace Greeley",
12216,"Michel Teló",
12217,"Burak Özçivit",
12218,"Omar Gooding",
12219,"Mick Wingert",
12220,"Maria Prymachenko",
12221,"Catherine Samba-Panza",
12222,"Sofyan Amrabat",
12223,"Gabriel Martinelli",
12224,"Jolene Marie Rotinsulu",
12225,"Ba Jin",
12226,"Francisco Varallo",
12227,"Thongloun Sisoulith",
12228,"Pavel Černý",
12229,"Sébastien Squillaci",
12230,"RZA",
12231,"Esha Deol",
12232,"Bolesław III Wrymouth",
12233,"Erhard Milch",
12234,"Dean Barrow",
12235,"Karl Radek",
12236,"Coloman",
12237,"Madison Keys",
12238,"Béla II of Hungary",
12239,"Heinrich Harrer",
12240,"Scott Glenn",
12241,"Heiko Maas",
12242,"Kim Stanley Robinson",
12243,"Ephraim Katzir",
12244,"Karolína Kurková",
12245,"Hubert de Givenchy",
12246,"Conrad IV of Germany",
12247,"Maria Luisa of Savoy",
12248,"Mikaël Silvestre",
12249,"Hope Solo",
12250,"Anne Applebaum",
12251,"Bernardo Fernandes da Silva",
12252,"Jacob van Ruisdael",
12253,"Keith Moon",
12254,"Geneviève Bujold",
12255,"Regina Spektor",
12256,"Roberta Flack",
12257,"Silvestre Varela",
12258,"Sergei Ivanov",
12259,"Kate Walsh",
12260,"Teresa Palmer",
12261,"John Lasseter",
12262,"Jonathan Davis",
12263,"Sophie Kinsella",
12264,"Dan Calichman",
12265,"Lennox Lewis",
12266,"Blake Griffin",
12267,"Nicholas Ray",
12268,"Marcelo Ríos",
12269,"Louis Barthou",
12270,"George Davis Snell",
12271,"Mikhail Chigorin",
12272,"Nguyễn Văn Thiệu",
12273,"Haakon IV of Norway",
12274,"Bernard Herrmann",
12275,"Alexander Grischuk",
12276,"Alberto Zaccheroni",
12277,"Serhii Rebrov",
12278,"Tony Benn",
12279,"Freddie Prinze Jr.",
12280,"Leonardo Sciascia",
12281,"William Whewell",
12282,"Robert Sheckley",
12283,"Giovanni Spadolini",
12284,"Aleksey Batalov",
12285,"Sabbatai Zevi",
12286,"Péter Gulácsi",
12287,"Louis Blanc",
12288,"Martin McDonagh",
12289,"José María Morelos",
12290,"Reinhold Niebuhr",
12291,"Lewis Mumford",
12292,"Daniella Monet",
12293,"Victor Wanyama",
12294,"Otto Rehhagel",
12295,"Ranko Despotović",
12296,"Bassel Khartabil",
12297,"Thomas Fuller",
12298,"Gabriel Mercado",
12299,"Bill Nye",
12300,"Morten P. Meldal",
12301,"Cole Sprouse",
12302,"Hossein Shahabi",
12303,"Kyogo Furuhashi",
12304,"Carlos Soler",
12305,"Eric García",
12306,"Assimi Goïta",
12307,"Fra Bartolomeo",
12308,"Clancy Brown",
12309,"Anthony Réveillère",
12310,"Alexander Jagiellon",
12311,"Pope Theodoros II of Alexandria",
12312,"Robert I, Duke of Normandy",
12313,"Héctor Castro",
12314,"Adolf Galland",
12315,"Michael VI Bringas",
12316,"Isaac Cuenca",
12317,"Hans von Seeckt",
12318,"Marcel Breuer",
12319,"Nicolaus Zinzendorf",
12320,"Hans Max Gamper-Haessig",
12321,"Gerrit Rietveld",
12322,"André Previn",
12323,"Cees Nooteboom",
12324,"Carlos, Prince of Asturias",
12325,"Laurie Anderson",
12326,"Neven Subotić",
12327,"Catherine Keener",
12328,"Catherine O'Hara",
12329,"Brad Friedel",
12330,"Didier Zokora",
12331,"Afife Nurbanu Sultan",
12332,"Jean-Baptiste Dumas",
12333,"Elisabeth of Valois",
12334,"Óscar Cardozo",
12335,"Leila Khaled",
12336,"Linda Cardellini",
12337,"Emile Hirsch",
12338,"Nodar Kumaritashvili",
12339,"Mike Portnoy",
12340,"Amy Tan",
12341,"Ján Mucha",
12342,"Cindy Sherman",
12343,"Ricky Rubio",
12344,"Gabrielle Union",
12345,"Sarah Hyland",
12346,"Fabio Borini",
12347,"Alejandro Sanz",
12348,"Bryan Robson",
12349,"Thora Birch",
12350,"Indra Nooyi",IN
12351,"Nikolay Zhukovsky",
12352,"Dick Fosbury",
12353,"J. L. Austin",
12354,"Jimmy Greaves",
12355,"Christopher Eccleston",
12356,"Ciarán Hinds",
12357,"Martin Kelly",
12358,"Jane Krakowski",
12359,"Alexandre Cabanel",
12360,"Tomáš Necid",
12361,"Beau Bridges",
12362,"Bill Bryson",
12363,"Sequoyah",
12364,"Jerome Kern",
12365,"Anthony Anderson",
12366,"Jeffrey Wright",
12367,"Luis Carrero Blanco",
12368,"Matthew Gray Gubler",
12369,"Charles Evans Hughes",
12370,"Williamina Fleming",
12371,"Tinto Brass",
12372,"Gore Verbinski",
12373,"Nick Carter",
12374,"Rob Zombie",
12375,"Rodolfo Graziani",
12376,"Kiri Te Kanawa",
12377,"Steven Davis",
12378,"Amrullah Saleh",
12379,"Sulli",
12380,"Ricardo",
12381,"Ralph Waite",
12382,"Gilberto Carlos Nascimento",
12383,"Jorge Sampaoli",
12384,"Ángel Ortiz",
12385,"Ayşe Hafsa Sultan",
12386,"Bola Tinubu",
12387,"Jan Bednarek",
12388,"Mario Beccaria",
12389,"Abdulla Nigmatovich Aripov",
12390,"Joachim Frank",
12391,"Bode Miller",
12392,"Bernard Werber",
12393,"Pinturicchio",
12394,"Peter Sloterdijk",
12395,"Randy Pausch",
12396,"Andronikos IV Palaiologos",
12397,"Andrey Yeryomenko",
12398,"Maurice Wilkes",
12399,"Petar Stoyanov",
12400,"Vsevolod Pudovkin",
12401,"Michael the Brave",
12402,"Horst Köppel",
12403,"Johann Rudolf Glauber",
12404,"Roland Ratzenberger",
12405,"Hugo Gunckel Lüer",
12406,"Paul Reynaud",
12407,"Georg Solti",
12408,"Klaus Kinkel",
12409,"Pat Hingle",
12410,"Charles Algernon Parsons",
12411,"Claes Oldenburg",
12412,"Fouad Mebazaa",
12413,"Janko Tipsarević",
12414,"Jason Newsted",
12415,"Julia Ormond",
12416,"René Lacoste",
12417,"Amaury Nolasco",
12418,"Annabelle Wallis",
12419,"Charles Trenet",
12420,"Idriss Carlos Kameni",
12421,"Bobby Farrell",
12422,"Halide Edib Adıvar",
12423,"Ivana Brlić-Mažuranić",
12424,"Billy Boyd",
12425,"Cassandra Clare",
12426,"Louisa Adams",
12427,"Tokugawa Yoshinobu",
12428,"Ian Wright",
12429,"James II of Aragon",
12430,"Jason Schwartzman",
12431,"Florence Devouard",
12432,"Francisco Vázquez de Coronado",
12433,"Lucho González",
12434,"Lena Olin",
12435,"A. S. Neill",
12436,"Maria Bueno",
12437,"Rod Taylor",
12438,"Rafael Caldera",
12439,"Raúl García",
12440,"Fredric Jameson",
12441,"Emil Constantinescu",
12442,"Vinícius de Moraes",
12443,"Aya Miyama",
12444,"Gabriel Fernández Arena",
12445,"Tobin Bell",
12446,"Auguste Escoffier",
12447,"Dikembe Mutombo",
12448,"Pisanello",
12449,"Enrique III of Castile",
12450,"Miguel López de Legazpi",
12451,"Loránd Eötvös",
12452,"Harel Skaat",
12453,"Sugar Ray Leonard",
12454,"Luther Burbank",
12455,"Donald III of Scotland",
12456,"John Stewart Bell",
12457,"Omar Torrijos",
12458,"Piet de Jong",
12459,"René-Robert Cavelier, Sieur de La Salle",
12460,"Thomas Nagel",
12461,"Mark Rylance",
12462,"James Russell Lowell",
12463,"Sharmila Tagore",IN
12464,"Lawrence M. Krauss",
12465,"Thomas Sowell",
12466,"Antonio de la Cruz",
12467,"Anupam Kher",IN
12468,"Haifa Wehbe",
12469,"Alexandre Torres",
12470,"El Hadji Diouf",
12471,"Yuri Oganessian",
12472,"Tita",
12473,"Nathan Aké",
12474,"Dan Reynolds",
12475,"Princess Elisabeth of Hesse and by Rhine",
12476,"Pooja Hegde",IN
12477,"Nick Pope",
12478,"Jun Amano",
12479,"Tomoki Iwata",
12480,"Crack del Futbol",
12481,"Eduard Heger",
12482,"Tibor Sekelj",
12483,"Frederick V of the Palatinate",
12484,"Clarence Thomas",
12485,"Carl Barks",
12486,"John Curtin",
12487,"Helmut Rahn",
12488,"The Miz",
12489,"Thomas Szasz",
12490,"Gerald Asamoah",
12491,"Nambaryn Enkhbayar",
12492,"Erich Mendelsohn",
12493,"Grimes",
12494,"Lindsey Stirling",
12495,"Ismail II",
12496,"Hussein bin Ali",
12497,"Louise Brooks",
12498,"Adnan Oktar",
12499,"Daniel Keyes",
12500,"Anerood Jugnauth",
12501,"Agnes Moorehead",
12502,"Prince Andrew of Greece and Denmark",
12503,"Rita Wilson",
12504,"Gary Speed",
12505,"Matilda of Scotland",
12506,"Edward Norton Lorenz",
12507,"Caroline Kennedy",
12508,"Arthur Adamov",
12509,"Nicole",
12510,"Kim Yuna",
12511,"Wendy Hiller",
12512,"Ireen Wüst",
12513,"Tatum O'Neal",
12514,"Juno Temple",
12515,"Élie Cartan",
12516,"Gérson",
12517,"Henry Bessemer",
12518,"Michal Kadlec",
12519,"Jean Tigana",
12520,"Olli Rehn",
12521,"Magnus the Good",
12522,"Richard Jenkins",
12523,"Raul Julia",
12524,"Aaron Nimzovich",
12525,"Chadli Bendjedid",
12526,"Charles De Coster",
12527,"Robert Shaw",
12528,"Abdul Qadeer Khan",
12529,"Jared Harris",
12530,"Kostas Mitroglou",
12531,"Ki Sung-yueng",
12532,"Abel Hernández",
12533,"Agrippa d'Aubigné",
12534,"Aleksandr Ulyanov",
12535,"Alessandro Altobelli",
12536,"Darryl F. Zanuck",
12537,"Reza Pahlavi",
12538,"Chazz Palminteri",
12539,"Tom Heaton",
12540,"Farooq Leghari",
12541,"Victorien Sardou",
12542,"Serhiy Skachenko",
12543,"Leland Stanford",
12544,"Valery Chkalov",
12545,"Askar Mamin",
12546,"James McCarthy",
12547,"Steven Zuber",
12548,"Artie Lange",
12549,"Émerson Carvalho da Silva",
12550,"José Fonte",
12551,"Satoshi Otomo",
12552,"Salem Al-Dawsari",
12553,"Tom Odell",
12554,"Jo Cox",
12555,"Elena Rybakina",
12556,"Sergiño Dest",
12557,"Abdel Fattah al-Burhan",
12558,"Elsa Triolet",
12559,"Lasse Virén",
12560,"Sepp Dietrich",
12561,"August Wilhelm von Hofmann",
12562,"Edge",
12563,"Hermann Hoth",
12564,"David Mitchell",
12565,"Didier Burkhalter",
12566,"Dokka Umarov",
12567,"DJ Khaled",
12568,"Ernst Moritz Arndt",
12569,"Sven Ulreich",
12570,"Alex Borstein",
12571,"Otto Robert Frisch",
12572,"Nikola Karabatić",
12573,"André Rieu",
12574,"Stephen Sondheim",
12575,"Isabeau of Bavaria",
12576,"Johan Christian Fabricius",
12577,"Clemens Fritz",
12578,"Ziaur Rahman",
12579,"Stephen Appiah",
12580,"Joleon Lescott",
12581,"Ken Livingstone",
12582,"Lucas Barrios",
12583,"Nicolas-Joseph Cugnot",
12584,"Rachel Griffiths",
12585,"Fay Wray",
12586,"Sancho II of Portugal",
12587,"Carlos Salcido",
12588,"Agnieszka Holland",
12589,"Pavel Badea",
12590,"Václav Pilař",
12591,"Predrag Mijatović",
12592,"René Antoine Ferchault de Réaumur",
12593,"Ognjen Vukojević",
12594,"William Petty, 2nd Earl of Shelburne",
12595,"Baldassare Galuppi",
12596,"Arthur Sullivan",
12597,"Princess Stéphanie of Monaco",
12598,"Vladimír Darida",
12599,"Frankie Muniz",
12600,"Emperor Ninkō",
12601,"Peter Tosh",
12602,"Khalid Sheikh Mohammed",
12603,"Ching Shih",
12604,"Corey Taylor",
12605,"Daniel Dae Kim",
12606,"Daniel of Moscow",
12607,"Mana Iwabuchi",
12608,"Alfonso II of Aragon",
12609,"Hidayet Türkoğlu",
12610,"Gyula Andrássy",
12611,"John F. Kennedy Jr.",
12612,"Alexei Petrovich, Tsarevich of Russia",
12613,"Thomas Beecham, 2nd Baronet",
12614,"Jiaqing Emperor",
12615,"Jérémy Mathieu",
12616,"Ivanoe Bonomi",
12617,"Bruno Soriano",
12618,"Edmund Gwenn",
12619,"Nizar Qabbani",
12620,"Charlie Cox",
12621,"George Jones",
12622,"Kishore Kumar",IN
12623,"Teófilo Stevenson",
12624,"Rodney Dangerfield",
12625,"Jesé Rodríguez",
12626,"Kaitlyn Dever",
12627,"Alfre Woodard",
12628,"Joel Griffiths",
12629,"Evaristo Carvalho",
12630,"Milan Škriniar",
12631,"Casiano Delvalle",
12632,"Parineeti Chopra",IN
12633,"Michelle Creber",
12634,"Aaron Ramsdale",
12635,"Manizha",
12636,"Zdravko Krivokapić",
12637,"Pietro Mennea",
12638,"Annette von Droste-Hülshoff",
12639,"Otto of Bavaria",
12640,"Wolfgang Overath",
12641,"Maria Leopoldina of Austria",
12642,"Hicham El Guerrouj",
12643,"Wilhelm, German Crown Prince",
12644,"Karl-Theodor zu Guttenberg",
12645,"Jerome Bruner",
12646,"John Hanning Speke",
12647,"Billy Hughes",
12648,"Velupillai Prabhakaran",
12649,"Christian Lindner",
12650,"Carol Reed",
12651,"Mina",
12652,"Charles II, Archduke of Austria",
12653,"Claude of France",
12654,"John Bauer",
12655,"John Candy",
12656,"Park Chu-young",
12657,"Benni McCarthy",
12658,"Amilcare Ponchielli",
12659,"Michael Stipe",
12660,"Rob Halford",
12661,"Rajon Rondo",
12662,"Ettore Bugatti",
12663,"Tori Black",
12664,"Jack Butland",
12665,"Yvonne De Carlo",
12666,"Richard Donner",
12667,"Guy of Lusignan",
12668,"Carlos Mesa",
12669,"Filip Kostić",
12670,"Bob Cousy",
12671,"Roger Corman",
12672,"Abe Vigoda",
12673,"John Dillinger",
12674,"Sylvanus Epiphanio Olympio",
12675,"Louis Ignarro",
12676,"John Toland",
12677,"Phil LaMarr",
12678,"Ghassan Kanafani",
12679,"James A. Michener",
12680,"Robert Vaughn",
12681,"Rómulo Betancourt",
12682,"Richard Steele",
12683,"Peter Green",
